id,text,en_text,created_at,lang
1529696589258039297,othfZwxSNyRTPbJoklInqtraqciankthonly매번딱맞춰서귀여운대회올리는대형계들눈치좀챙겨회사계인증할거아니면말야멤버이름들어간쟤네들이싸질러논거밀어내…,"othfZwxSNyRTPbJoklInqtraqciankthonly The big players who put up cute contests just in time, pay attention and certify the company, or push out the cheap arguing with those with member names…",2022-05-26 05:31:01+00:00,ko
1529696575131635712,JoklInqtraqciankthonly매번딱맞춰서귀여운대회올리는대형계들눈치좀챙겨회사계인증할거아니면말야멤버이름들어간쟤네들이싸질러논거밀어내고싶어서라면정바비참여곡…,"JoklInqtraqciankthonly Keep an eye out for the big players who put up cute contests every time, unless you want to certify the company, or if you want to push out the argument with the members with the name of the member, Bobby Jeong’s song…",2022-05-26 05:30:58+00:00,ko
1529696555665858561,르세라핌인조로계속활동하면김가람에게는수익이안가죠문제는김가람이활중상태라는거이글은뉴스픽파트너스활동의일환으로이에따른일정액의포인트를…,"If you continue to work as a Le Seraphim group, there is no profit for Kim Garam. The problem is that Kim Garam is active.",2022-05-26 05:30:53+00:00,ko
1529696545834430464,매번딱맞춰서귀여운대회올리는대형계들눈치좀챙겨회사계인증할거아니면말야멤버이름들어간쟤네들이싸질러논거밀어내고싶어서라면정바비참여곡삭제해정바비아웃김가람학폭garamout으…,"The big players who put up cute contests just in time for each other, keep an eye out for verification of the company, or if you want to push out the arguing that these guys with member names in, delete the songs with Bobby Jung, out of Bobby Jung, Garam out Kim, garamout…",2022-05-26 05:30:51+00:00,ko
1529696402145955840,야가람아아이돌하고싶었으면김가람탈퇴해학폭을하지를말았어야지garamout민폐끼치지말고제발나가주라쏘스뮤직해명해너없으면모두가행복해탈퇴해,"Yagaram, if you wanted to be an idol, you should have left Kim Garam and didn’t have to be abusive.",2022-05-26 05:30:17+00:00,ko
1529697915580862464,우릴위해웃던르세라핌이라는천사들쌈쿠라르세라핌르세라핌♡대박나세요♡아이즈원♡포에버♡,Angels called Le Seraphim who laughed for us,2022-05-26 05:36:18+00:00,ko
1529697799947829249,요즘듣는거르세라핌오라달콤한죽음이여카미이로아와세에스파아이브엔믹스켄드릭드레이크메가존오스트에이셉라키잔혹한천사의테제두란두란,"What I&#39;m listening to these days is Seraphim Aura, Sweet Death, Kamiiro Awa Sespa Ive and Nmix Kendrick Drake Megazone Ostae Sepraki Cruel Angel&#39;s Thesis Duranduran",2022-05-26 05:35:50+00:00,ko
1529697670356471809,르세라핌TOP,Le Seraphim TOP,2022-05-26 05:35:19+00:00,ko
1529696947757469696,르세라핌tou중국영통포카양도사쿠라채원은채윤진가람카즈하Lesserafim사쿠라김채원허윤진카즈하김가람홍은채미공포포카포토카드특전양도교환이즈위중국영통,Le Seraphim tou Chinese Young Tong Poka Transfer Sakura Chae Won Eun Chae Yun Jin Garam Kazuha,2022-05-26 05:32:27+00:00,ko
1529696790416461824,TD포토르세라핌사쿠라눈뗄수없는아름다움,TD Porter Seraphim Sakura Unbelievable Beauty,2022-05-26 05:31:49+00:00,ko
1529696657981718528,김가람르세라핌뿐만아니라하이브전체레이블불매들어감소속사가피해자상대로차가해진짜악질기업임,"Not only Kim Garam Le Seraphim, but also the entire Hive label boycotted, and the rapid death rate was different against the victim, making it a real evil company.",2022-05-26 05:31:18+00:00,ko
1529696614054785025,헐르세라핌김가람대체할새멤버떳음,Seraphim Kim has a new member to replace Garam,2022-05-26 05:31:07+00:00,ko
1529696566617190400,르세라핌김가람학폭피해자가살살까지겪은일들김가람학폭김가람탈퇴해,Le Seraphim Kim Garam Crash Victim Victims of the Victims of Victims,2022-05-26 05:30:56+00:00,ko
1529696525097369600,르세라핌김가람허윤진피어레스IMFEARLESS포카양도합니다운미포가격입니다준등기반택끼택일반택배이용하자감안한가격임르세라핌LESSERAFIM김채원카즈하허윤진사쿠라홍은채김가람포토카드포카양도,Le Seraphim Kim Ga-ram Heo Yoon-jin Pierres IMFEARLESS Poca transfers Unmipo price is the price that takes into account the use of regular courier service LESSERAFIM LESSERAFIM Kim Chae-won Kazuha Heo Yunjin Sakura Hong Eun-chae Kim Garam photo card transfer,2022-05-26 05:30:46+00:00,ko
1529696413319196673,르세라핌예림당아트홀팬싸채원자기찍는거알고장난치는아기치타LESSERAFIM르세라핌CHAEWON채원,Le Seraphim Yerimdang Art Hall Fan Sachaewon A baby cheetah playing with her knowing that she is taking pictures LESSERAFIM Le Seraphim CHAEWON,2022-05-26 05:30:19+00:00,ko
1529696017431826432,르세라핌김채원사쿠라포카팝니다아이즈원때공식기부터앨범트레카등다있습니다원하는거표시해서가격제시해서연락편하게주세요여러개사시는분우대합니다ㅅㅊㅇ아이즈원원릴러비올레타피노라마르세라핌김채원채원사쿠라피얼리스카즈하홍은채,Le Seraphim Kim Chae-won Sakura Popka sells. They have everything from the official ceremony of IZ*ONE to the album tracker. Please indicate what you want and suggest a price and contact us. Those who buy multiple give preference,2022-05-26 05:28:45+00:00,ko
1529695763881525248,르세라핌포카양도합니다르세라핌미공포위버스샵사운드웨이브파워스테이션네이버쇼핑라이브뮤직플랜트lesserafim사쿠라김채원카즈하홍은채허윤진김가람공방pocasellGARAMYUNJINKAZUH…,Leserafimpoka transfer,2022-05-26 05:27:45+00:00,ko
1529695383567613952,르세라핌넘무잘해요,Le Seraphim is so good,2022-05-26 05:26:14+00:00,ko
1529695248775262208,안방열직캠르세라핌FEARLESS인기가요르세라핌LESSERAFIMFEARLESSlesserafim사쿠라카즈하…,Home Heat Direct Cam Le Seraphim FEARLESS Popular Girl Seraphim LESSERAFIMFEARLESSlesserafim Sakura Kazuha…,2022-05-26 05:25:42+00:00,ko
1529695241636220929,르세라핌포카특전럭드엽서양도합니다SELLLESSERAFIMPhotocards르세라핌LESSERAFIMpc사쿠라김채원허윤진카즈하김가람홍은채분철분할양도교환포카럭키…,Le Sera Fimpoca Special Lucky Postcard TransfersSELLLESSERAFIMPhotocardsLe Seraphim LESSERAFIMpc Sakura Kim Chae-won Heo Yun-jin Kazuha Kim Garam Red Silver Vegetable Iron Split Transfer Exchange Pokka Lucky…,2022-05-26 05:25:40+00:00,ko
1529694979899019265,아이즈원포카양도은비채원예나나코유진혜원민주히토미권은비김채원최예나야부키나코안유진강혜원김민주혼다히토미라비앙로즈비올레타피에스타르세라핌,Eyes One Poca Yang Do Eun B Chae Won Ye Nanako Yu Jin Hye Won Min Joo Hitomi Kwon Eun Bi Kim Chae Won Choi Ye Na Yabu Kinako Ahn Yu Jin Kang Hye Won Kim Min Joo Honda Hitomi Mira Vien Rose Violetape Star Seraphim,2022-05-26 05:24:38+00:00,ko
1529694801414991872,위클리스테이씨케플러이달의소녀르세라핌에스파아이브최예나몬스타엑스엔믹스엔시티엔하이픈더보이즈에이티즈세븐틴빌리BTS스키즈투바투앙스타주술회전명함학생증글라스웨하스메탈카드파샤코레포토카드폴라로이드탑로더탑꾸커미션콜북스티커양도알티팔로우이벤트,Weekly Stay C Kepler Girl of the Month Le Seraphim S Spa Ive Choi Yena Monsta X N Mix NCT N Hyphen The Boyz ATEEZ Seventeen Billy BTS Skis Tobattou Enstar Magic Revolving Business Card Student ID Glass Wahas Metal Card Pasha Core Photo Card Polaroid Top Loader Top Decor Commission Callbook sticker transfer RT follow event,2022-05-26 05:23:55+00:00,ko
1529694617184403456,안방열직캠K르세라핌카즈하FEARLESSLESSERAFIMKAZUHAFanCam│SBSInkigayYouTube…,FEARLESSLESSERAFIMKAZUHAFanCam│SBSNkiayYouTube…,2022-05-26 05:23:11+00:00,ko
1529694550197141504,위클리스테이씨케플러우주소녀이달의소녀르세라핌에스파아이들아이브최예나몬스타엑스엔믹스엔시티엔하이픈더보이즈에이티즈세븐틴빌리BTS스키즈투바투앙스타주술회전명함학생증글라스웨하스메탈카드파샤코레포토카드폴라로이드탑로더탑꾸커미션콜북스티커양도,Weekly Stay C Kepler Cosmic Girls Loona Le Seraphim S Spa Kids Ive Choi Yena Monsta X N Mix NCT N Hyphen The Boyz ATEEZ Seventeen Billy BTS Skis Tobattoo Enstar Magic Revolving Business Card Student ID Glassware Metal Card Pasha Core Photo Card Polaroid Top Loader top decoration commission call book sticker transfer,2022-05-26 05:22:55+00:00,ko
1529694439635308551,아이즈원스테이씨케플러우주소녀레드벨벳르세라핌에스파아이들아이브최예나몬스타엑스엔믹스엔시티엔하이픈더보이즈에이티즈세븐틴빌리BTS스키즈투바투앙스타주술회전명함학생증글라스웨하스메탈카드파샤코레포토카드폴라로이드탑로더탑꾸커미션콜북스티커양도,IZ*ONE Stay C Kepler Cosmic Girls Red Velvet Le Seraphim S Spa Kids Ive Choi Yena Monsta X N Mix NCT N Hyphen The Boyz ATEEZ Seventeen Billy BTS Skis Tobattoo Enstar Magic Revolving Business Card Student ID Glass Wahas Metal Card Pasha Core Photo Card Polaroid Top Loader top decoration commission call book sticker transfer,2022-05-26 05:22:29+00:00,ko
1529694420953874432,르세라핌예림당아트홀팬싸채원똘망똘망아이컨택해주는귀요미LESSERAFIM르세라핌CHAEWON채원,Le Seraphim Yerimdang Art Hall Fans Chaewon A cute girl who makes eye contact LESSERAFIM Le Seraphim CHAEWON Chaewon,2022-05-26 05:22:24+00:00,ko
1529694191726383104,르세라핌포토카드양도해요LESSERAFIM사쿠라김채원허윤진김가람카즈하홍은채photocardsakurakimchaewonhuhyunjinkazuhakimgaramhongeunch…,LESSERAFIM Sakura Kim Chae-won Heo Yun-jin Kim Garam Kazuha Hong Eun-chae photocardsakurakimchaewonhuhyunjinkazuhakimgaramhongeunch…,2022-05-26 05:21:30+00:00,ko
1529693982225182720,르세라핌홍은채공방포카양도합니다이상제시해주세요쿨거가BUYSELLㅅㅊㅇLESSERAFIM미야와키사쿠라김채원허윤진나카무라카즈하김가람양도교환구해요받아요포토카드공개방송뮤직뱅크인기가요,Le Seraphim Hong Eun Chae Gong Bangpo Car is transferred. Please present it above. Cool Gaga BUYSELL ㅇㅇ LESSERAFIM Miyawaki Sakura Kim Chae Won Heo Yun Jin Nakamura Kazu Ha Kim Garam Transfer Request Photo Card Public Broadcasting Music Bank Popular Song,2022-05-26 05:20:40+00:00,ko
1529693746648035328,여러분르세라핌이드디어오늘데뷔했습니다저회데뷔를함께해주셔서감사합니다앞으로열심히하겠습니다꼭만나요,"Everyone, Le Seraphim finally debuted today. Thank you for being with us to debut last time. I will work hard in the future. See you soon.",2022-05-26 05:19:44+00:00,ko
1529693720609796096,드디어르세라핌데뷔우리짱세라핌영원히사랑해주기…약속앞으로자주볼수있으면좋겠어용ㅎㅎ우리많은콘텐츠나오니까여러분화이팅이요ㅎㅎ,"Finally, Le Seraphim debuted, Our best Seraphim, love you forever... Promise I hope to see you more often in the future haha Since we have a lot of content coming out, everyone, fighting haha",2022-05-26 05:19:37+00:00,ko
1529693602577674240,르세라핌카즈하포카양도받아요buysell한국주소계정디엠으로가격알려주세요채원사쿠라카즈하윤진가람은채,Le Seraphim Kaz Hapoca accept transfer Buysell Korean address account DM me to tell me the price,2022-05-26 05:19:09+00:00,ko
1529693587964928000,르세라핌데뷔했다,Le Seraphim debuted,2022-05-26 05:19:06+00:00,ko
1529693313162690560,르세라핌팬싸컷문의받습니다가격마감까지컷제대로봐드려요르세라핌LESSERAFIM,LESSERAFIM,2022-05-26 05:18:00+00:00,ko
1529693308322295808,하이브에서데뷔하는첫걸그룹르세라핌의데뷔를기다리시는팬여러분오늘부터위버스에서르세라핌을응원해보세요멤버공개부터데뷔를비롯한앞으로의활동소식을위버스를통해전할예정입니…,"Fans waiting for the debut of Le Seraphim, the first girl group to debut on Hive, cheer for Le Seraphim on Weverse from today.",2022-05-26 05:17:59+00:00,ko
1529693268522328064,르세라핌위버스특전포카양도위버스특전홀로그램첫번째줄사쿠라채원카즈하윤진가람은채위버스특전일반두번째줄사쿠라채원윤진가람은채준등기…,Le Seraphim Weverse privilege Poka Yangdo Wei bus privilege Hologram First row Sakura Chae Won Kazuha Yunjin Garam Eun Chae Wee Bus privilege General Second row Sakura Chae Won Yoon Jin Garam Eun Chae Jun Registered…,2022-05-26 05:17:50+00:00,ko
1529693130512945157,르세라핌위했어요정말생각치도못했는데위할수있게해준팬분들너무너무감사합니다팬분들앞에서자랑스럽게위할수있어서더욱행복했어요앞으로더열심히하고싶다고도느끼고여러가지감정이느껴…,"I did it for Le Seraphim, I really didn’t even think about it, but I’m so very grateful to the fans who made it possible for me to be able to do it.",2022-05-26 05:17:17+00:00,ko
1529693059373379584,르세라핌Tou중국미공포포카양도합니다LESSERAFIMChinaphotocardsSell일관장지금세트있어요김채원윤진,Le Seraphim Tou Chinese beauty horror popka transfer LESSERAFIMChinaphotocardsSell I have a set now Kim Chaewon Yunjin,2022-05-26 05:17:00+00:00,ko
1529693010421682176,악저번에비싸게샀는데할인이네ㄷㄷ내일두시까지만할인인거같네요ㅋ르세라핌앨범피어리스미니집FEARLESS종세트상세정보파트너스활동을통해일정액의수수료를제공받을수있음위링크막히면알려주기,"I bought it expensive last time, but it&#39;s a discount. It looks like it&#39;s only available until 2pm tomorrow. Le Seraphim Album Fearless Mini-Zip FEARLESS Species Set Details You can receive a certain amount of commission through partner activities Let me know if the above link is blocked",2022-05-26 05:16:48+00:00,ko
1529692802442883072,쇼챔직캠KLESSERAFIMFEARLESS르세라핌피어리스lShowChampionlEP,Show ChampionlEP KLESSERAFIMFEARLESS,2022-05-26 05:15:59+00:00,ko
1529692787393761281,르세라핌위버스특전홀로그램단체렌티쿨러포토카드포카액자종양도LESSERAFIM,Le Seraphim Weverse Bonus Hologram Group Lent Cooler Photo Card Poca Frame Tumor Map LESSERAFIM,2022-05-26 05:15:55+00:00,ko
1529692491330465793,방탄군면제지민압류돌논란성범죄논란인물정바비곡새앨범수록르세라핌김가람학폭하이브의다수악재속대중의비난여론거세질때저질퀄뽀샵사진으로촉발된가짜열애설이기사도배댓글작업성명문실트…,"Bulletproof Military Exemption Jimin Seizure Stone Controversial Sexual Crime Controversy Character Jeong Bobby’s Song New Album Le Seraphim Kim Garam Hive’s Majority of Evil Hives Criticism from the secular public When public opinion grows, fake dating rumors sparked by low-quality photoshopped photos chivalrous chivalrous comments silt…",2022-05-26 05:14:44+00:00,ko
1529691250206855169,우릴위해웃던르세라핌이라는천사들쌈쿠라르세라핌르세라핌♡대박나세요♡아이즈원♡포에버♡,Angels called Le Seraphim who laughed for us,2022-05-26 05:09:48+00:00,ko
1529690819598290944,르세라핌데뷔쇼케이스쇼케웰컴키트포카양도준등포또는반택포김채원영상다른문구적어재인증,Le Seraphim Debut Showcase Showcase Welcome Kit Poca Yang Do-Jun Deungpo or Bantaekpo Kim Chae-Won Video Re-certification with other phrases,2022-05-26 05:08:06+00:00,ko
1529689829155348481,르세라핌의학교폭력논란등으로주가눈높이를지속적으로낮추고있다가수정바비의곡Filter을실으면서일을키웠다필터는년월발매된멤버지민의솔로곡…,"Le Seraphim&#39;s school violence controversy, etc., kept the stock lowering the level of its eyes, and then added Sujeong Bobby&#39;s song &quot;Filter&quot; to work.",2022-05-26 05:04:10+00:00,ko
1529689618312200193,완전체활동포기르세라핌·하이키자충수가될수있는반전의카드자충수amovewhichfillsonesownlibertiesametaphoricalsayingthatone…,"Full body activity Porgyr seraphim · High key, a card of reversal that can become a seraphim amovewhichfillsonesownlibertiesametaphoricalsayingthatone…",2022-05-26 05:03:19+00:00,ko
1529689503136632833,르세라핌사운드웨이브팬싸르세라핌윤진허윤진,Le Seraphim Soundwave Fansar Seraphim Yoonjin Heo Yunjin,2022-05-26 05:02:52+00:00,ko
1529689308298637312,르세라핌김채원파워아이돌美포토연예르세라핌김채원,Le Seraphim Kim Chae-won Power Idol Beauty Photo Artist Le Seraphim Kim Chae-won,2022-05-26 05:02:06+00:00,ko
1529689245031763968,르세라핌사쿠라카즈하같은日출신→극과극매력포토연예르세라핌사쿠라카즈하,Le Seraphim Sakura Kazuha from the same day → Extremely attractive photo artist Le Seraphim Sakura Kazuha,2022-05-26 05:01:50+00:00,ko
1529689030526312448,르세라핌사쿠라찌릿꾸라ㅋㅋㅋ,Le Seraphim Sakura Chirikk!,2022-05-26 05:00:59+00:00,ko
1529688872874958848,르세라핌의학교폭력논란등으로주가눈높이를지속적으로낮추고있다가수정바비의곡Filter을실으면서일을키웠다필터는년월발매된멤버지민의솔로곡정바비수록곡삭제해정바비filteroutchungbobbyoutgaramOUTboycotthybe,"Le Seraphim&#39;s school violence controversy, etc., caused the stock to lower the level of its eyes, and then uploaded Sujeong Bobby&#39;s song Filter and started working.",2022-05-26 05:00:22+00:00,ko
1529688585351593985,르세라핌人체제활동에도밝은분위기포토연예르세라핌人,Le Seraphim People Bright atmosphere for system activities Photo Artists Le Seraphim people,2022-05-26 04:59:13+00:00,ko
1529688563108917248,르세라핌피어리스앨범포카양도합니다윤진예민하신분sellpoca인증에눌ㅅㅊㅇlesserafim채원사쿠라카즈하윤진가람은채위버스미공포럭드공방포카뮤뱅특전쇼케이스이즈위일본라자다쇼핑라이브교환팬싸영통사웨albumfearless,Le Seraphim peerless album poca transfers Yoonjin sensitive people sellpoca certified nnulesserafim chaewon sakura kazuha yunjin garam eun chae wee bus beauty porluxe studio pocameu bang special showcase Izwei Japan Lazada shopping live exchange fan sayoungtongsaware albumfearless,2022-05-26 04:59:08+00:00,ko
1529687818779299841,아이즈원포카양도하자디엠문의주시면보여드려요그외미세하자있을수도있습니다르세라핌아이브채원원영히토미민주은비예나증사,"Let&#39;s transfer IZone Poca Let&#39;s DM us and we&#39;ll show you There may be other minor flaws Le Seraphim, Ive, Chae-won, Young Hitomi, Min-ju, Eun, Bi-ena",2022-05-26 04:56:10+00:00,ko
1529698514691043328,하이브인사이트앨범미개봉대리구매댈구양도HYBEINSIGHTALBUMOFFLINEproofNOTSCAMgotostoreSEVENTEEN세븐틴TXT투바투ENHYPEN엔하이픈setalbumrandompcbulkorderdiscountOriginalpriceproxyfeeIfyouwanttobuypleaseDM,Hive Insight album unopened proxy purchase DaelgooyangdoHYBEINSIGHTALBUMOFFLINEproofNOTSCAMgotostoreSEVENTEENSeventeenTXTToubatuENHYPENNhyphensetalbumrandompcbulkorderdiscountOriginalpriceproxyfeeIfyouwanttobuypleaseDM,2022-05-26 05:38:40+00:00,ko
1529698919462084608,레드채원이넘잘어울려김채원CHAEWONチェウォン르세라핌LESSERAFIM,Red Chae-won suits you so well Kim Chae-won,2022-05-26 05:40:17+00:00,ko
1529698735352991745,미소는최고의액세서리입니다LESSERAFIMKAZUHA르세라핌카즈하ルセラフィムカズハ,A smile is the best accessoryLESSERAFIMKAZUHA,2022-05-26 05:39:33+00:00,ko
1529699851239272450,지나가는머글붙잡고물어봐다큰성인열애설이문제냐사람죽인불법촬영성범죄자에학폭이문제냐하이브작전잘못짠거아직도인정못하겠지자폭해라그냥니들돌아도한참돌았고규범법감정까지마비돼가지고조작에…,Catch a passing muggle and ask: Is there a problem with adult dating rumors? Is school violence a problem with illegally filming sex offenders?,2022-05-26 05:43:59+00:00,ko
1529699747350847488,BB하이브망하자FREETAEHYUNGFROMHYBELEAVETAEHYUNGALONEWeAllYoursideTaehyung몰카정바비학폭김가람퇴출chungbobbyoutg…,BB Hive Let&#39;s Fuck FREETAEHYUNGFROMHYBELEAVETAEHYUNGALONEWeAllYoursideTaehyung,2022-05-26 05:43:34+00:00,ko
1529699714081619969,bongo이인간괴벨스빨았을확률퍼선동은문장한줄로가능하지만그거반박하려면수십장의문서와증거가필요하다사진한장던져놓고시간끌면서대중국민상대로기싸움하는이유도나중엔그게진실인…,"Probability that bongo sucked human Goebbels is possible in one sentence, but dozens of documents and evidence are needed to refute that.",2022-05-26 05:43:26+00:00,ko
1529699567083864064,kpoppredictioniYGProducer열애설이가짜라자백함하이브직원들은양심선언안하냐LEAVETAEHYUNGALONEFREET…,kpoppredictioniYGProducer Confess that dating rumors are fake Hive employees don&#39;t declare conscience LEAVETAEHYUNGALONEFREET…,2022-05-26 05:42:51+00:00,ko
1529699161259790336,지나가는머글붙잡고물어봐다큰성인열애설이문제냐사람죽인불법촬영성범죄자에학폭이문제냐하이브작전잘못짠거아직도인정못하겠지자폭해라그냥니들돌아도한참돌았고규범법감정까지마비돼가지고조작에헛지랄만하는악질무능력자들이야FREETAEHYUNGFROMHYBE,Catch a passing muggle and ask: Is there a problem with adult dating rumors? Is school violence a problem with illegally filmed sex offenders? Explode because you still can’t admit that you made a mistake in Operation Hive. Hey FREETAEHYUNGFROMHYBE,2022-05-26 05:41:15+00:00,ko
1529700202147647488,하이브의차가해막아주세요이글은뉴스픽파트너스활동의일환으로이에따른일정액의포인트를제공받고있습니다김가람LESSERAFIMLESSERAFIM…,Please stop Hive&#39;s chaos. This article is a part of News Pick Partners&#39; activities and we are receiving a certain amount of points accordingly. Garam Kim LESSERAFIMLESSERAFIM…,2022-05-26 05:45:23+00:00,ko
1529699957649084416,cutenessoverloadㅠㅠLESSERAFIM르세라핌,cutenessoverload ㅠㅠ LESSERAFIM Le Seraphim,2022-05-26 05:44:25+00:00,ko
1529700665039024129,르세라핌이두산을응원합니다오늘경기축하드려요gtlt,Le Seraphim is cheering for Doosan Congrats on today&#39;s gamegtlt,2022-05-26 05:47:13+00:00,ko
1529700515403079680,“오늘도예쁜핌둥이들”…르세라핌‘학폭논란’김가림제외→인체제활동근황르세라핌LESSERAFIM김가람르세라핌데뷔FEARLESS,“Today’s pretty pimps”… Le Seraphim&#39;s &#39;school violence controversy&#39; Excludes Kim Ga-rim → Human system activities LESSERAFIM Kim Ga-ram Le Seraphim debut,2022-05-26 05:46:37+00:00,ko
1529701092828753920,lIKlNIllIVIkpoppredictioniYGProducer열애설이가짜라자백함하이브직원들은양심선언안하냐LEAVETAEH…,lIKlNIllIVIkpoppredictioniYGProducer The dating rumors are fake. Hive employees do not declare their conscience LEAVETAEH…,2022-05-26 05:48:55+00:00,ko
1529718626235797504,제니뷔사실아닙니다뷔가아니라젠틀몬스터모델입니다FREETAEHYUNGFROMHYBENOHYBE언제나태형편태형아하고싶은거다해BTStwt정바비filterout정바비…,"Jenny V It&#39;s not true, it&#39;s not V, it&#39;s a gentle monster model FREETAEHYUNGFROMHYBENOHYBE Always Taehyung, Pyeontaehyung, do what you want BTStwt Jung Bobby filterout Jung Bobby…",2022-05-26 06:58:35+00:00,ko
1529717798120742912,하이브너네끼리는짜고치는거네태형이를묶어놓을라고시발개새끼들너네는인간도아냐이런파렴치한짓을해FREETAEHYUNGFROMHYBELEAVETAEHYUNGALONEWeAllYoursideTa…,"Hive, you guys are arguing with each other. You bastards want to tie up Taehyung. You bastards aren&#39;t even human.",2022-05-26 06:55:18+00:00,ko
1529719689999286272,방송오늘PMMnetltMCOUNTDOWNgt에르세라핌이출연합니다TVLESSERAFIMwillbeontheltMCOUNTDOWNgtonMnetonMay…,Broadcast Today PMMnetltMCOUNTDOWNgtEr Seraphim will appear TVLESSERAFIMwillbeontheltMCOUNTDOWNgtonMnetonMay…,2022-05-26 07:02:49+00:00,ko
1529719544524447744,팬분들저아직도실감이안나요ㅠㅠ이렇게데뷔부터사랑많이받게해줘서너무너무고마워요저희도여러분에게사랑듬뿍줄거에요앞으로도우리르세라핌많이사랑해주세요LESSERAFIMKIMCHAE…,"Fans, I still can&#39;t feel it ㅠㅠ Thank you so much for letting us receive a lot of love from our debut like this. We will give you a lot of love too. Please continue to love our LESSERAFIMKIMCHAE...",2022-05-26 07:02:14+00:00,ko
1529719236809043968,LEPLAY샤인즈의일본어교실LESSERAFIM르세라핌르플레이,LEPLAY Shines&#39; Japanese Class LESSERAFIM,2022-05-26 07:01:01+00:00,ko
